Timestamp,X,Y,Z
2025-03-04 17:27:28,-2.14,-0.98,-0.92
2025-03-04 17:27:28,2.26,2.99,-2.81
2025-03-04 17:27:28,-2.08,1.71,-2.01
2025-03-04 17:27:29,2.99,2.32,-2.69
2025-03-04 17:27:29,-8.18,-3.54,1.1
2025-03-04 17:27:29,3.97,1.71,0.18
2025-03-04 17:27:30,-1.16,1.34,-0.37
2025-03-04 17:27:30,-2.01,-1.28,0.85
2025-03-04 17:27:31,0.98,0.0,-0.85
2025-03-04 17:27:31,0.73,1.65,0.37
2025-03-04 17:27:31,3.6,4.46,-1.59
2025-03-04 17:27:32,1.46,3.72,-0.49
2025-03-04 17:27:32,-3.54,-0.85,0.43
2025-03-04 17:27:33,-0.12,-0.73,2.26
2025-03-04 17:27:33,-0.49,0.06,0.24
2025-03-04 17:27:34,2.32,1.46,0.43
2025-03-04 17:27:34,3.11,2.32,-0.37
2025-03-04 17:27:35,0.43,0.06,-0.18
2025-03-04 17:27:35,0.85,0.31,0.43
2025-03-04 17:27:35,2.62,0.49,0.92
2025-03-04 17:27:36,3.05,-0.98,0.49
2025-03-04 17:27:36,3.6,1.46,0.61
2025-03-04 17:27:37,2.08,-0.43,1.89
2025-03-04 17:27:37,0.49,0.37,3.36
2025-03-04 17:27:38,-0.18,-0.67,1.22
2025-03-04 17:27:38,3.3,3.85,2.26
2025-03-04 17:27:39,-1.71,-0.67,0.73
2025-03-04 17:27:39,-1.95,-0.12,0.24
2025-03-04 17:27:40,-1.4,-1.65,-0.31
2025-03-04 17:27:40,-0.73,-0.92,0.0
2025-03-04 17:27:40,0.92,-0.12,0.61
2025-03-04 17:27:41,2.44,1.4,-1.53
2025-03-04 17:27:41,-2.08,-2.56,-1.16
2025-03-04 17:27:42,-4.58,-4.76,0.73
2025-03-04 17:27:42,1.1,-0.37,0.18
2025-03-04 17:27:43,2.44,0.67,-0.73
2025-03-04 17:27:43,6.35,4.58,1.53
2025-03-04 17:27:43,0.79,0.12,1.28
2025-03-04 17:27:44,-6.53,-5.13,-0.43
2025-03-04 17:27:45,1.77,-0.92,-0.24
2025-03-04 17:27:45,2.93,0.92,0.79
2025-03-04 17:27:45,5.8,4.52,0.67
2025-03-04 17:27:46,3.54,0.67,0.18
2025-03-04 17:27:46,4.03,0.79,0.24
2025-03-04 17:27:47,5.0,2.01,-0.24
2025-03-04 17:27:47,6.1,2.69,1.04
2025-03-04 17:27:47,2.75,1.71,1.46
2025-03-04 17:27:48,0.43,-0.55,-0.12
2025-03-04 17:27:48,-2.5,0.06,0.37
2025-03-04 17:27:49,3.48,1.16,-0.12
2025-03-04 17:27:49,-0.79,2.01,4.64
2025-03-04 17:27:50,7.08,6.16,8.54
2025-03-04 17:27:50,0.73,1.71,9.95
2025-03-04 17:27:50,2.81,-0.18,7.57
2025-03-04 17:27:51,5.19,-1.28,6.04
2025-03-04 17:27:51,2.2,2.01,2.81
2025-03-04 17:27:51,-9.77,3.11,4.52
2025-03-04 17:27:52,-0.85,8.61,-0.67
2025-03-04 17:27:52,-2.87,2.38,1.77
2025-03-04 17:27:53,-4.21,0.06,-0.12
2025-03-04 17:27:53,-1.04,-0.43,1.77
2025-03-04 17:27:54,-6.35,-3.91,-0.18
2025-03-04 17:27:54,0.92,0.18,2.14
2025-03-04 17:27:55,0.31,-0.85,1.65
2025-03-04 17:27:55,-1.1,-1.53,-0.18
2025-03-04 17:27:56,0.37,-0.18,2.08
2025-03-04 17:27:56,0.43,-1.04,1.22
2025-03-04 17:27:57,0.31,0.31,0.43
2025-03-04 17:27:57,-0.18,-1.16,-1.4
2025-03-04 17:27:58,0.92,0.92,0.73
2025-03-04 17:27:58,-0.98,-1.59,-0.18
2025-03-04 17:27:58,-3.11,-3.05,3.17
2025-03-04 17:27:59,3.72,-0.79,0.79
2025-03-04 17:27:59,-2.38,-0.24,-0.31
2025-03-04 17:27:59,1.4,0.92,0.31
2025-03-04 17:28:00,0.12,-0.06,0.31
2025-03-04 17:28:00,-2.5,-2.5,-2.38
2025-03-04 17:28:01,5.07,1.34,-0.18
2025-03-04 17:28:01,2.01,0.67,0.31
2025-03-04 17:28:02,-0.24,-0.12,0.43
2025-03-04 17:28:02,2.14,0.0,0.37
2025-03-04 17:28:03,1.34,0.18,0.49
2025-03-04 17:28:03,5.0,2.69,5.68
2025-03-04 17:28:04,2.93,-1.65,0.85
2025-03-04 17:28:04,0.79,-0.92,-0.49
2025-03-04 17:28:04,-0.92,-3.17,-1.22
2025-03-04 17:28:05,0.49,-2.38,0.24
2025-03-04 17:28:05,2.26,-0.18,0.79
2025-03-04 17:28:06,1.77,-0.31,1.53
2025-03-04 17:28:06,0.49,0.18,-0.73
2025-03-04 17:28:07,1.22,-1.04,0.73
2025-03-04 17:28:07,-0.24,-0.24,1.1
2025-03-04 17:28:07,0.18,-1.22,0.55
2025-03-04 17:28:08,0.73,0.98,1.22
2025-03-04 17:28:08,0.0,-1.59,0.92
2025-03-04 17:28:09,0.06,-1.16,0.24
2025-03-04 17:28:09,1.46,1.16,1.04
2025-03-04 17:28:10,2.44,0.73,0.12
2025-03-04 17:28:10,0.98,-1.59,0.24
2025-03-04 17:28:11,-1.71,-0.12,1.34
2025-03-04 17:28:11,0.85,-0.67,-0.24
2025-03-04 17:28:11,-2.26,-1.53,-0.24
2025-03-04 17:28:12,2.56,-0.06,0.24
2025-03-04 17:28:12,3.36,0.98,0.24
2025-03-04 17:28:13,-4.7,-2.14,0.24
2025-03-04 17:28:13,-0.06,0.18,-0.24
2025-03-04 17:28:13,-3.3,-2.44,-0.92
2025-03-04 17:28:14,0.18,2.62,1.22
2025-03-04 17:28:14,-4.15,0.55,2.56
2025-03-04 17:28:14,-0.24,1.1,1.46
2025-03-04 17:28:15,9.52,6.47,1.53
2025-03-04 17:28:15,1.28,0.06,1.04
2025-03-04 17:28:15,0.85,2.69,1.34
2025-03-04 17:28:16,0.37,-1.83,-0.37
2025-03-04 17:28:16,2.32,1.16,0.92
2025-03-04 17:28:17,2.81,1.89,0.49
2025-03-04 17:28:17,5.55,2.69,0.31
2025-03-04 17:28:17,1.04,1.4,0.18
2025-03-04 17:28:18,0.67,2.14,-0.31
2025-03-04 17:28:18,-1.59,1.4,2.38
2025-03-04 17:28:18,11.17,11.11,1.71
2025-03-04 17:28:19,-4.09,2.99,1.1
2025-03-04 17:28:19,-5.49,-5.74,1.53
2025-03-04 17:28:20,8.48,8.24,3.36
2025-03-04 17:28:20,-18.8,-21.73,-10.13
2025-03-04 17:28:20,-11.72,-4.09,0.73
2025-03-04 17:28:21,3.11,2.01,-1.1
2025-03-04 17:28:21,-8.97,-4.33,-0.31
2025-03-04 17:28:22,1.1,-1.4,-0.49
2025-03-04 17:28:22,6.53,3.66,-2.01
2025-03-04 17:28:23,-1.1,1.71,1.89
2025-03-04 17:28:23,-1.53,1.04,-0.37
2025-03-04 17:28:23,-0.61,2.5,2.81
2025-03-04 17:28:24,6.9,4.82,-0.43
2025-03-04 17:28:24,2.62,4.39,0.61
2025-03-04 17:28:25,14.83,9.7,3.85
2025-03-04 17:28:25,-1.83,0.85,0.85
2025-03-04 17:28:25,7.93,7.2,1.28
2025-03-04 17:28:26,9.58,7.81,-1.22
2025-03-04 17:28:26,5.07,5.68,0.79
2025-03-04 17:28:26,6.35,4.52,0.67
2025-03-04 17:28:27,5.13,3.54,1.65
2025-03-04 17:28:27,5.49,4.7,5.0
2025-03-04 17:28:28,4.33,4.64,3.72
2025-03-04 17:28:28,4.88,3.85,4.27
2025-03-04 17:28:29,4.52,4.76,3.17
2025-03-04 17:28:29,5.62,10.13,6.1
2025-03-04 17:28:29,-1.83,-1.4,0.24
2025-03-04 17:28:30,1.89,2.32,1.95
2025-03-04 17:28:30,1.59,-0.92,0.37
2025-03-04 17:28:31,2.5,3.72,0.12
2025-03-04 17:28:31,1.95,3.11,1.22
2025-03-04 17:28:31,0.79,0.85,-0.55
2025-03-04 17:28:32,4.7,2.99,0.85
2025-03-04 17:28:32,1.83,4.15,2.87
2025-03-04 17:28:33,0.06,0.85,0.0
2025-03-04 17:28:33,0.43,2.01,1.34
2025-03-04 17:28:34,1.59,2.01,3.23
2025-03-04 17:28:34,3.72,0.37,3.11
2025-03-04 17:28:35,-1.46,0.73,-1.16
2025-03-04 17:28:35,0.55,0.98,0.61
2025-03-04 17:28:35,-0.92,0.79,1.22
2025-03-04 17:28:36,-0.06,0.18,-0.12
2025-03-04 17:28:36,0.79,2.01,1.59
2025-03-04 17:28:37,1.28,1.22,-0.18
2025-03-04 17:28:37,1.22,2.26,0.92
2025-03-04 17:28:38,0.61,0.18,1.59
2025-03-04 17:28:38,0.85,-0.55,0.43
2025-03-04 17:28:38,1.46,1.59,0.79
2025-03-04 17:28:39,0.43,1.34,0.85
2025-03-04 17:28:39,0.85,0.61,1.77
2025-03-04 17:28:39,1.71,4.82,1.65
2025-03-04 17:28:40,2.38,5.37,0.79
2025-03-04 17:28:40,1.22,5.8,0.79
2025-03-04 17:28:41,2.87,4.7,0.37
2025-03-04 17:28:41,1.16,2.99,0.92
2025-03-04 17:28:42,-1.28,-1.4,-0.24
2025-03-04 17:28:42,0.61,1.28,0.49
2025-03-04 17:28:42,1.71,1.65,0.85
2025-03-04 17:28:43,2.38,2.87,1.04
2025-03-04 17:28:43,1.46,2.56,-0.24
2025-03-04 17:28:44,2.08,4.03,2.56
2025-03-04 17:28:44,1.95,1.83,0.0
2025-03-04 17:28:44,0.43,0.67,-0.24
2025-03-04 17:28:45,1.04,1.95,1.04
2025-03-04 17:28:45,3.6,1.46,0.24
2025-03-04 17:28:46,-1.16,1.71,6.84
2025-03-04 17:28:46,-6.23,-1.65,0.67
2025-03-04 17:28:46,0.24,0.67,-0.06
2025-03-04 17:28:47,-1.22,1.95,1.4
2025-03-04 17:28:47,-2.01,-3.66,2.87
2025-03-04 17:28:47,-8.67,-6.84,0.61
2025-03-04 17:28:48,-6.29,14.4,-8.06
2025-03-04 17:28:48,2.01,-1.46,-6.16
2025-03-04 17:28:49,2.44,-16.24,-8.91
2025-03-04 17:28:49,-14.89,-23.19,-10.38
2025-03-04 17:28:49,-4.15,-13.18,-4.7
2025-03-04 17:28:50,-29.3,-19.65,-4.27
2025-03-04 17:28:50,2.69,-0.43,1.53
2025-03-04 17:28:50,0.49,2.56,2.08
2025-03-04 17:28:51,-0.37,0.0,0.18
2025-03-04 17:28:51,-23.13,55.36,58.9
2025-03-04 17:28:52,17.27,-4.64,-7.45
2025-03-04 17:28:52,-1.59,16.66,26.79
2025-03-04 17:28:52,-7.32,-13.12,-8.0
2025-03-04 17:28:53,-2.99,-8.18,-0.92
2025-03-04 17:28:53,-1.89,-13.24,-14.04
2025-03-04 17:28:53,-3.97,-11.6,-2.44
2025-03-04 17:28:54,-5.98,-2.32,-18.92
2025-03-04 17:28:54,12.57,0.92,3.54
2025-03-04 17:28:55,14.28,5.55,-7.93
2025-03-04 17:28:55,13.49,1.95,-0.98
2025-03-04 17:28:55,6.35,-4.64,3.23
2025-03-04 17:28:56,-27.89,-16.6,-0.31
2025-03-04 17:28:56,14.65,13.43,10.01
2025-03-04 17:28:56,-16.91,-2.2,2.26
2025-03-04 17:28:57,-18.43,-11.96,8.36
2025-03-04 17:28:57,-22.09,-15.32,-4.09
2025-03-04 17:28:58,-11.84,-12.08,-1.16
2025-03-04 17:28:58,-2.32,-3.72,-2.56
2025-03-04 17:28:59,1.34,1.46,2.08
2025-03-04 17:28:59,6.84,1.83,-0.67
2025-03-04 17:28:59,9.28,3.97,0.12
2025-03-04 17:29:00,23.5,8.12,6.16
2025-03-04 17:29:00,-56.95,-51.27,-1.28
2025-03-04 17:29:01,4.52,-64.7,-54.63
2025-03-04 17:29:01,28.63,95.34,42.05
2025-03-04 17:29:02,226.14,65.43,-53.89
2025-03-04 17:29:02,12.15,-26.18,16.24
2025-03-04 17:29:02,18.86,56.95,-7.45
2025-03-04 17:29:03,61.89,-90.52,32.17
2025-03-04 17:29:03,-43.7,176.15,-4.15
2025-03-04 17:29:04,128.11,30.4,23.74
2025-03-04 17:29:04,-162.72,113.28,29.05
2025-03-04 17:29:05,66.04,-33.2,27.89
2025-03-04 17:29:05,55.48,3.3,-30.58
2025-03-04 17:29:06,5.37,0.85,0.18
2025-03-04 17:29:06,26.06,-12.88,1.22
2025-03-04 17:29:07,38.39,-12.45,5.37
2025-03-04 17:29:07,16.78,-1.59,-7.08
2025-03-04 17:29:07,38.82,-4.39,12.27
2025-03-04 17:29:08,18.98,-3.66,5.62
2025-03-04 17:29:08,18.07,-16.78,18.98
2025-03-04 17:29:09,27.4,17.15,10.93
2025-03-04 17:29:09,18.74,-7.87,9.52
2025-03-04 17:29:10,6.96,-17.15,6.1
2025-03-04 17:29:10,-8.12,-7.26,10.31
2025-03-04 17:29:11,4.88,-3.36,-2.75
2025-03-04 17:29:11,-22.34,-14.22,3.11
2025-03-04 17:29:12,0.49,-4.03,1.59
2025-03-04 17:29:12,-0.18,-11.05,7.69
2025-03-04 17:29:12,5.0,-7.32,1.28
2025-03-04 17:29:13,-3.78,-1.53,1.34
2025-03-04 17:29:13,-10.5,-19.53,2.08
2025-03-04 17:29:14,9.58,5.25,2.5
2025-03-04 17:29:14,-5.25,-3.78,2.38
2025-03-04 17:29:15,-7.57,-0.85,7.81
2025-03-04 17:29:15,-1.16,-4.33,3.11
2025-03-04 17:29:16,-11.96,-0.06,2.08
2025-03-04 17:29:16,-1.59,0.98,1.22
2025-03-04 17:29:16,8.36,-5.62,6.16
2025-03-04 17:29:17,17.46,-1.65,-1.16
2025-03-04 17:29:17,-5.31,2.01,0.18
2025-03-04 17:29:18,-22.22,9.58,0.67
2025-03-04 17:29:18,0.37,18.07,-2.01
2025-03-04 17:29:19,6.29,2.93,-3.48
2025-03-04 17:29:19,-15.38,-7.57,-2.81
2025-03-04 17:29:19,-69.27,-1.34,-5.25
2025-03-04 17:29:20,17.7,-1.4,1.1
2025-03-04 17:29:20,-4.88,1.83,4.64
2025-03-04 17:29:21,5.25,-3.72,-0.85
2025-03-04 17:29:21,3.3,12.94,-13.12
2025-03-04 17:29:22,-7.69,10.62,8.24
2025-03-04 17:29:22,-23.01,14.83,25.15
2025-03-04 17:29:23,-13.18,12.57,21.85
2025-03-04 17:29:23,-24.41,17.64,-2.14
2025-03-04 17:29:23,13.92,38.57,26.79
2025-03-04 17:29:24,43.52,-41.56,20.75
2025-03-04 17:29:24,72.94,70.68,42.11
2025-03-04 17:29:25,73.73,45.23,-48.03
2025-03-04 17:29:25,32.59,37.41,44.13
2025-03-04 17:29:26,18.07,-13.12,55.6
2025-03-04 17:29:26,27.28,-9.77,-5.62
2025-03-04 17:29:27,85.75,-40.16,-16.85
2025-03-04 17:29:27,23.86,4.21,2.75
2025-03-04 17:29:27,16.36,-24.41,-8.36
2025-03-04 17:29:28,27.95,1.28,-12.45
2025-03-04 17:29:28,21.0,-7.51,4.39
2025-03-04 17:29:29,25.7,-0.18,-0.79
2025-03-04 17:29:29,3.42,3.23,7.26
2025-03-04 17:29:30,-5.92,-5.25,0.85
2025-03-04 17:29:30,0.67,-8.79,4.15
2025-03-04 17:29:31,-0.18,-2.62,2.01
2025-03-04 17:29:31,-3.05,-5.19,0.85
2025-03-04 17:29:31,-3.42,0.49,0.49
2025-03-04 17:29:32,-12.08,-0.06,4.39
2025-03-04 17:29:32,-17.09,-3.72,4.94
2025-03-04 17:29:33,-14.71,2.81,2.93
2025-03-04 17:29:33,-21.06,-1.83,1.1
2025-03-04 17:29:34,-28.87,4.46,-0.18
2025-03-04 17:29:34,-32.84,2.75,-1.34
2025-03-04 17:29:35,-24.84,2.26,0.0
2025-03-04 17:29:35,-30.4,2.44,-0.73
2025-03-04 17:29:36,-29.54,1.53,1.16
2025-03-04 17:29:36,-33.45,-1.95,-5.37
2025-03-04 17:29:37,-48.83,0.79,0.18
2025-03-04 17:29:37,-27.77,5.19,-2.69
2025-03-04 17:29:38,-9.4,1.77,2.81
2025-03-04 17:29:38,-22.95,1.22,0.37
2025-03-04 17:29:38,-52.12,-13.92,1.65
2025-03-04 17:29:39,37.48,0.24,0.73
2025-03-04 17:29:39,-21.0,-5.43,4.03
2025-03-04 17:29:39,-10.62,-3.78,-0.18
2025-03-04 17:29:40,-20.69,-18.98,5.37
2025-03-04 17:29:40,-144.35,-42.72,-5.98
2025-03-04 17:29:41,-91.98,-18.49,-5.19
2025-03-04 17:29:41,-34.06,-28.56,-12.7
2025-03-04 17:29:42,-40.41,-2.01,-7.02
2025-03-04 17:29:42,5.98,0.43,2.62
2025-03-04 17:29:43,-35.16,-6.29,19.84
2025-03-04 17:29:43,0.73,1.95,4.7
2025-03-04 17:29:43,-63.17,-9.46,15.87
2025-03-04 17:29:44,-49.87,5.31,-8.79
2025-03-04 17:29:44,-81.48,-1.83,-33.2
2025-03-04 17:29:45,-23.13,-9.52,-13.06
2025-03-04 17:29:45,-7.87,2.99,6.1
2025-03-04 17:29:46,-83.74,33.45,-35.52
2025-03-04 17:29:46,-43.46,-41.99,60.3
2025-03-04 17:29:46,-40.77,-0.92,32.65
2025-03-04 17:29:47,-70.37,-10.5,1.59
2025-03-04 17:29:47,-104.06,-11.41,-35.83
2025-03-04 17:29:48,-165.71,-72.69,-50.6
2025-03-04 17:29:48,7.81,-2.14,-0.49
2025-03-04 17:29:48,10.19,-12.82,-29.05
2025-03-04 17:29:49,29.54,2.01,-13.73
2025-03-04 17:29:49,37.05,-0.61,-5.49
2025-03-04 17:29:50,1.46,-0.12,-8.0
2025-03-04 17:29:50,4.7,-11.9,-14.83
2025-03-04 17:29:50,13.98,8.12,-1.95
2025-03-04 17:29:51,11.72,10.56,8.73
2025-03-04 17:29:51,27.1,12.63,6.71
2025-03-04 17:29:52,8.18,5.8,8.85
2025-03-04 17:29:52,-3.42,3.97,-2.32
2025-03-04 17:29:52,-11.96,24.9,15.14
2025-03-04 17:29:53,-5.49,10.8,9.46
2025-03-04 17:29:53,1.22,7.02,-4.7
2025-03-04 17:29:54,-5.0,9.46,1.4
2025-03-04 17:29:54,0.98,5.98,4.39
2025-03-04 17:29:55,15.56,3.11,-0.43
2025-03-04 17:29:55,16.05,4.27,1.71
2025-03-04 17:29:55,14.1,8.06,-1.34
2025-03-04 17:29:56,18.13,7.45,-5.25
2025-03-04 17:29:56,10.62,4.46,6.23
2025-03-04 17:29:57,-27.95,-19.9,-12.02
2025-03-04 17:29:57,18.07,-1.04,-6.77
2025-03-04 17:29:58,-12.21,5.37,-14.59
2025-03-04 17:29:58,5.31,2.87,5.68
2025-03-04 17:29:59,-5.25,10.13,11.23
2025-03-04 17:29:59,16.72,8.18,7.14
2025-03-04 17:29:59,21.73,-2.81,-2.08
2025-03-04 17:30:00,13.55,3.78,-0.24
2025-03-04 17:30:00,6.96,14.89,-0.18
2025-03-04 17:30:01,12.21,-17.09,-3.97
2025-03-04 17:30:01,43.09,-12.39,-43.95
2025-03-04 17:30:02,41.32,-9.28,-44.74
2025-03-04 17:30:02,-10.07,-25.15,-75.5
2025-03-04 17:30:03,36.01,8.85,-18.86
2025-03-04 17:30:03,18.68,12.88,31.74
2025-03-04 17:30:04,20.45,-44.98,19.29
2025-03-04 17:30:04,20.63,3.48,46.2
2025-03-04 17:30:04,10.99,-10.99,13.37
2025-03-04 17:30:05,22.64,29.85,13.31
2025-03-04 17:30:05,41.87,46.94,33.14
2025-03-04 17:30:05,43.82,78.98,47.36
2025-03-04 17:30:06,136.72,79.28,8.06
2025-03-04 17:30:06,66.65,21.06,20.14
2025-03-04 17:30:07,110.23,30.33,-3.54
2025-03-04 17:30:07,33.75,13.61,0.06
2025-03-04 17:30:08,29.48,13.85,23.07
2025-03-04 17:30:08,18.55,-2.62,-16.24
2025-03-04 17:30:09,-22.22,5.92,5.0
2025-03-04 17:30:09,12.21,5.55,-0.37
2025-03-04 17:30:09,17.52,-4.76,-0.92
2025-03-04 17:30:10,27.22,2.62,-17.33
2025-03-04 17:30:10,3.11,3.91,2.2
2025-03-04 17:30:11,-12.76,-1.59,1.4
2025-03-04 17:30:11,-23.13,-6.77,3.78
2025-03-04 17:30:12,3.3,0.06,5.86
2025-03-04 17:30:12,-4.15,-2.14,0.67
2025-03-04 17:30:12,5.49,3.11,1.16
2025-03-04 17:30:13,7.57,5.86,0.0
2025-03-04 17:30:13,2.26,0.49,-0.12
2025-03-04 17:30:14,2.87,-0.24,-1.4
2025-03-04 17:30:14,-17.94,-2.01,3.91
2025-03-04 17:30:14,2.01,5.07,1.4
2025-03-04 17:30:15,1.77,-2.2,0.92
2025-03-04 17:30:15,28.38,1.83,-4.21
2025-03-04 17:30:16,-2.01,4.52,2.5
2025-03-04 17:30:16,-42.85,-1.22,11.05
2025-03-04 17:30:16,23.01,6.41,-1.71
2025-03-04 17:30:17,-11.17,-0.18,1.95
2025-03-04 17:30:17,-30.27,3.91,16.42
2025-03-04 17:30:18,33.08,0.18,-15.38
2025-03-04 17:30:18,-11.96,-0.67,3.91
2025-03-04 17:30:18,-19.53,5.49,7.08
2025-03-04 17:30:19,11.29,-4.33,-6.23
2025-03-04 17:30:19,4.58,2.44,-0.49
2025-03-04 17:30:20,-29.72,5.07,5.49
2025-03-04 17:30:20,5.62,-9.34,9.7
2025-03-04 17:30:20,-11.05,1.77,-3.36
2025-03-04 17:30:21,-19.59,-3.42,3.91
2025-03-04 17:30:21,-39.0,-5.13,5.31
2025-03-04 17:30:22,-112.18,-10.8,12.51
2025-03-04 17:30:22,-233.09,-25.45,21.24
2025-03-04 17:30:22,-132.87,-14.47,0.49
2025-03-04 17:30:23,-75.38,-53.89,-19.29
2025-03-04 17:30:23,-12.76,-13.49,7.51
2025-03-04 17:30:24,1.16,-5.0,9.22
2025-03-04 17:30:24,-1.4,-13.12,11.47
2025-03-04 17:30:24,51.33,12.33,-2.87
2025-03-04 17:30:25,54.87,-2.32,-4.58
