Time,Temperature (°C),Humidity (%)
23:46:32,25.8,42.0
23:46:34,25.8,42.0
23:46:37,25.8,42.0
23:46:41,27.0,80.0
23:46:44,27.6,86.0
23:46:47,27.0,80.0
23:46:50,27.3,70.0
23:46:53,27.2,59.0
23:46:56,27.0,52.0
23:46:59,27.0,47.0
23:47:02,27.0,45.0
23:47:05,27.1,43.0
23:47:08,27.0,43.0
23:47:11,26.9,43.0
23:47:14,26.9,43.0
23:47:17,26.8,43.0
23:47:20,26.8,42.0
23:47:23,26.8,42.0
23:47:26,26.5,46.0
23:47:29,26.0,48.0
23:47:32,25.9,47.0
23:47:35,25.8,47.0
23:47:38,25.5,46.0
23:47:41,24.8,46.0
23:47:44,23.4,47.0
23:47:47,22.3,50.0
23:47:50,20.9,54.0
23:47:53,20.6,57.0
23:47:56,19.8,62.0
23:47:59,19.0,65.0
23:48:02,18.2,68.0
23:48:05,17.8,70.0
23:48:08,17.2,72.0
23:48:11,16.9,73.0
23:48:14,16.8,74.0
23:48:17,16.5,75.0
23:48:20,16.3,75.0
23:48:23,16.2,76.0
23:48:26,16.1,76.0
23:48:29,16.0,77.0
23:48:33,16.0,77.0
23:48:36,16.0,78.0
23:48:39,16.0,79.0
23:48:42,15.8,79.0
23:48:45,15.8,79.0
23:48:48,15.9,79.0
23:48:51,15.7,79.0
23:48:54,15.6,79.0
23:48:57,15.5,79.0
23:49:00,15.4,78.0
23:49:03,15.2,78.0
23:49:06,15.1,78.0
23:49:09,15.0,78.0
23:49:12,15.0,78.0
23:49:15,14.9,80.0
23:49:18,14.7,80.0
23:49:21,14.8,80.0
23:49:24,14.6,80.0
23:49:27,14.4,80.0
23:49:30,14.4,80.0
23:49:33,14.3,80.0
23:49:36,14.2,80.0
23:49:39,14.1,80.0
23:49:42,14.0,80.0
23:49:45,14.0,80.0
23:49:48,14.0,80.0
23:49:51,14.0,80.0
23:49:54,13.9,80.0
23:49:57,13.9,81.0
23:50:00,13.8,81.0
23:50:03,13.8,81.0
23:50:06,13.7,81.0
23:50:09,13.6,82.0
23:50:12,13.6,82.0
23:50:15,13.5,82.0
23:50:18,13.4,82.0
23:50:21,13.4,82.0
23:50:24,13.4,82.0
23:50:28,13.3,82.0
23:50:31,13.2,82.0
23:50:34,13.2,83.0
23:50:37,13.2,83.0
23:50:40,13.1,83.0
23:50:43,13.0,83.0
23:50:46,13.1,83.0
23:50:49,13.0,83.0
23:50:52,13.2,84.0
23:50:55,13.0,84.0
23:50:58,13.0,84.0
23:51:01,13.0,84.0
23:51:04,13.0,84.0
23:51:07,13.0,84.0
23:51:10,13.0,85.0
23:51:13,12.8,84.0
23:51:16,12.9,85.0
23:51:19,12.8,85.0
23:51:22,12.8,84.0
23:51:25,12.6,85.0
23:51:28,12.9,85.0
23:51:31,12.8,85.0
23:51:34,12.7,85.0
23:51:37,12.7,85.0
23:51:40,12.7,85.0
23:51:43,12.7,85.0
23:51:46,12.6,85.0
23:51:49,12.5,85.0
23:51:52,12.5,86.0
23:51:55,12.4,85.0
23:51:58,12.5,86.0
23:52:01,12.5,86.0
23:52:04,12.6,85.0
23:52:07,12.4,85.0
23:52:10,12.5,86.0
23:52:13,12.5,86.0
23:52:16,12.4,86.0
23:52:19,12.4,86.0
23:52:23,12.4,86.0
23:52:26,12.4,87.0
23:52:29,12.3,87.0
23:52:32,12.4,87.0
23:52:35,12.4,87.0
23:52:38,12.3,87.0
23:52:41,12.3,88.0
23:52:44,12.3,87.0
23:52:47,12.3,87.0
23:52:50,12.3,88.0
23:52:53,12.4,88.0
23:52:56,12.2,87.0
23:52:59,12.3,87.0
23:53:02,12.3,88.0
23:53:05,12.2,88.0
23:53:08,12.3,88.0
23:53:11,12.3,88.0
23:53:14,12.2,88.0
23:53:17,12.2,88.0
23:53:20,12.1,89.0
23:53:23,12.2,88.0
23:53:26,12.3,88.0
23:53:29,12.3,89.0
23:53:32,12.1,88.0
23:53:35,12.2,89.0
23:53:38,12.2,89.0
23:53:41,12.1,88.0
23:53:44,12.1,89.0
23:53:47,12.1,89.0
23:53:50,12.1,88.0
23:53:53,12.1,89.0
23:53:56,12.0,89.0
23:53:59,12.0,88.0
23:54:02,12.0,89.0
23:54:05,12.0,88.0
23:54:08,12.1,89.0
23:54:11,12.0,89.0
23:54:14,12.2,88.0
23:54:18,12.0,89.0
23:54:21,12.0,89.0
23:54:24,12.0,88.0
23:54:27,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.1,89.0
23:55:08,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.0,90.0
23:55:08,12.0,89.0
23:55:08,12.0,89.0
23:55:08,12.0,90.0
23:55:08,12.0,90.0
23:55:08,12.0,89.0
23:55:09,12.0,90.0
23:55:12,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,89.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,91.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.1,90.0
00:02:26,12.1,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,91.0
00:02:26,12.1,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:26,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,91.0
00:02:27,12.0,90.0
00:02:27,12.0,91.0
00:02:27,12.1,90.0
00:02:27,12.1,90.0
00:02:27,12.1,91.0
00:02:27,12.1,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,12.0,90.0
00:02:27,11.9,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,12.0,90.0
00:02:27,11.9,90.0
00:02:27,12.0,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,12.0,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:27,11.9,90.0
00:02:28,12.0,91.0
00:02:31,12.2,91.0
00:02:34,12.4,93.0
00:02:37,12.6,94.0
00:02:40,12.9,95.0
00:02:43,13.1,95.0
00:02:46,13.4,95.0
00:02:49,13.9,95.0
00:02:52,13.9,95.0
00:02:55,14.3,95.0
00:02:58,14.6,95.0
00:03:01,15.0,95.0
00:03:04,15.2,95.0
00:03:07,15.5,95.0
00:03:10,15.8,95.0
00:03:13,16.0,95.0
00:03:16,16.3,95.0
00:03:19,16.6,95.0
00:03:22,16.9,95.0
00:03:25,17.0,95.0
00:03:28,17.2,95.0
00:03:32,17.5,95.0
00:03:35,17.8,95.0
00:03:38,18.0,95.0
00:03:41,18.1,95.0
00:03:44,18.4,95.0
00:03:47,18.5,95.0
00:03:50,18.8,95.0
00:03:53,19.0,95.0
00:03:56,19.1,95.0
00:03:59,19.4,95.0
00:04:02,19.5,95.0
00:04:05,19.6,95.0
00:04:08,20.0,90.0
00:04:11,20.0,90.0
00:04:14,20.2,88.0
00:04:17,20.4,86.0
00:04:20,20.6,85.0
00:04:23,20.9,84.0
00:04:26,20.9,83.0
00:04:29,21.0,81.0
00:04:32,21.0,80.0
00:04:35,21.1,79.0
00:04:38,21.3,77.0
00:04:41,21.5,76.0
00:04:44,21.6,75.0
00:04:47,21.7,74.0
00:04:50,21.8,72.0
00:04:53,21.9,71.0
00:04:56,22.0,70.0
00:04:59,22.0,69.0
00:05:02,22.2,67.0
00:05:05,22.3,66.0
00:05:08,22.2,65.0
00:05:11,22.3,64.0
00:05:14,22.4,63.0
00:05:17,22.4,62.0
00:05:20,22.4,61.0
00:05:23,22.5,60.0
00:05:27,22.6,60.0
00:05:30,22.6,59.0
00:05:33,22.6,58.0
00:05:36,22.7,58.0
00:05:39,22.7,57.0
00:05:42,22.7,56.0
00:05:45,22.7,56.0
00:05:48,22.7,55.0
00:05:51,22.9,55.0
00:05:54,22.8,55.0
00:07:47,22.9,54.0
00:07:47,23.0,54.0
00:07:48,23.0,54.0
00:07:48,23.0,53.0
00:07:48,23.0,53.0
00:07:48,23.0,53.0
00:07:48,23.0,53.0
00:07:48,23.0,52.0
00:07:48,23.0,52.0
00:07:48,23.1,52.0
00:07:48,23.0,51.0
00:07:48,23.1,51.0
00:07:48,23.2,51.0
00:07:48,23.0,51.0
00:07:48,23.1,51.0
00:07:48,23.2,50.0
00:07:48,23.1,50.0
00:07:48,23.2,50.0
00:07:48,23.2,50.0
00:07:48,23.3,50.0
00:07:48,23.2,50.0
00:07:48,23.3,50.0
00:07:48,23.2,49.0
00:07:48,23.3,49.0
00:07:48,23.3,49.0
00:07:48,23.3,49.0
00:07:48,23.4,49.0
00:07:48,23.4,49.0
00:07:48,23.4,49.0
00:07:48,23.4,48.0
00:07:48,23.4,48.0
00:07:48,23.4,48.0
00:07:48,23.4,48.0
00:07:48,23.5,48.0
00:07:48,23.4,48.0
00:07:49,23.3,48.0
00:07:52,23.6,48.0
00:15:52,23.6,47.0
00:15:52,23.4,47.0
00:15:52,23.4,47.0
00:15:52,23.4,47.0
00:15:52,23.4,47.0
00:15:52,23.4,47.0
00:15:52,23.5,47.0
00:15:52,23.7,47.0
00:15:52,23.5,47.0
00:15:52,23.5,47.0
00:15:52,23.5,47.0
00:15:52,23.5,47.0
00:15:52,23.6,47.0
00:15:52,23.6,47.0
00:15:52,23.5,47.0
00:15:52,23.5,47.0
00:15:52,23.6,47.0
00:15:52,23.6,46.0
00:15:52,23.5,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:52,23.5,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:52,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.7,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.7,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.6,46.0
00:15:53,23.7,46.0
00:15:53,23.6,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.7,46.0
00:15:53,23.6,46.0
00:15:53,23.7,45.0
00:15:53,23.7,46.0
00:15:53,23.6,45.0
00:15:53,23.6,45.0
00:15:53,23.6,45.0
00:15:53,23.7,45.0
00:15:53,23.6,45.0
00:15:53,23.7,45.0
00:15:53,23.7,45.0
00:15:53,23.7,45.0
00:15:53,23.7,45.0
00:15:53,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.7,45.0
00:15:54,23.6,45.0
00:15:54,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.6,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,45.0
00:15:55,23.7,44.0
00:15:55,23.7,44.0
00:15:55,23.7,44.0
00:15:56,23.8,44.0
00:15:59,23.7,42.0
00:16:02,22.8,40.0
00:16:05,21.7,40.0
00:16:08,20.9,40.0
00:16:11,19.6,42.0
00:16:14,18.8,43.0
00:16:17,17.8,45.0
00:16:20,17.0,46.0
00:16:23,16.1,47.0
00:16:27,15.5,49.0
00:16:30,15.0,51.0
00:16:33,14.3,55.0
00:16:36,13.9,58.0
00:16:39,13.4,60.0
00:16:42,13.0,62.0
00:16:45,12.7,64.0
00:16:48,12.4,66.0
00:16:51,12.4,68.0
00:16:54,12.0,70.0
00:16:57,12.0,71.0
00:17:00,11.9,72.0
00:17:03,11.5,73.0
00:17:06,11.4,74.0
00:17:09,11.4,76.0
00:17:12,11.1,77.0
00:17:15,11.3,78.0
00:17:18,11.0,79.0
00:17:21,11.0,80.0
00:17:24,11.0,80.0
00:17:27,11.0,81.0
00:17:30,11.0,82.0
00:17:33,10.8,83.0
00:17:36,10.8,84.0
00:17:39,10.8,84.0
00:17:42,10.8,85.0
00:17:45,10.8,85.0
00:17:48,10.7,86.0
00:17:51,10.9,86.0
00:17:54,10.7,87.0
00:17:57,10.7,87.0
00:18:00,10.7,89.0
00:18:03,10.7,89.0
00:18:06,10.9,89.0
00:18:09,10.7,90.0
00:18:12,10.9,90.0
00:18:15,10.6,91.0
00:18:18,10.7,91.0
00:18:22,10.8,92.0
00:18:25,10.6,93.0
00:18:28,10.6,94.0
00:18:31,10.6,93.0
00:18:34,10.6,94.0
00:18:37,10.6,95.0
00:18:40,10.6,94.0
00:18:43,10.5,95.0
00:18:46,10.6,95.0
00:18:49,10.5,95.0
00:18:52,10.7,95.0
00:18:55,10.5,95.0
00:18:58,10.5,95.0
00:19:01,10.5,95.0
00:19:04,10.5,95.0
00:19:07,10.5,95.0
00:19:10,10.5,95.0
00:19:13,10.5,95.0
00:19:16,10.6,95.0
00:19:19,10.5,95.0
00:19:22,10.7,95.0
00:19:25,10.6,95.0
00:22:01,10.5,95.0
00:22:01,10.6,95.0
00:22:01,10.5,95.0
00:22:01,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.6,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.4,95.0
00:22:02,10.5,95.0
00:22:02,10.6,95.0
00:22:02,10.5,95.0
00:22:02,10.9,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.6,95.0
00:22:02,10.5,95.0
00:22:02,10.6,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:02,10.5,95.0
00:22:03,10.5,95.0
00:22:06,10.5,95.0
00:27:07,10.6,95.0
00:27:07,10.5,95.0
00:27:07,10.5,95.0
00:27:07,10.5,95.0
00:27:07,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.5,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.3,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.3,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.4,95.0
00:27:08,10.7,95.0
00:27:08,11.1,95.0
00:27:11,11.8,95.0
00:27:14,12.5,95.0
00:27:17,13.0,95.0
00:27:20,13.7,95.0
00:27:23,14.0,95.0
00:27:26,14.6,95.0
00:27:29,15.0,95.0
